_id,Damage,Hostplant Family,Hostplant Genus,Hostplant Species,Hostplant Subspecies/var,HOSTS ID,Insect Author,Insect Family,Insect Genus,Insect Species,Insect Subspecies,Lab Rearing,Location
44819,,Lythraceae,Lagerstroemia,indica ?,,44819,Walker,Lymantriidae,Arctornis,submarginata,,,India
45106,,Polyphagous,,,,45106,Linnaeus,Lymantriidae,Calliteara,pudibunda,,,Old World
45012,,Leguminosae (M),Albizia,falcataria,,45012,Saunders,Lymantriidae,Calliteara,horsfieldii,,,West Malaysia
45397,,Typhaceae,Typha,,,45397,Fawcett,Lymantriidae,Dasychira,georgiana,,,East Africa
45961,in stems,Rutaceae,Citrus,aurantium,,45961,Moore,Lymantriidae,Euproctis,fraterna,,,Sri Lanka
44820,,Lythraceae,Lagerstroemia,speciosa,,44820,Walker,Lymantriidae,Arctornis,submarginata,,,India
45115,,Geraniaceae,Geranium,pratense,,45115,Linnaeus,Lymantriidae,Calliteara,pudibunda,,,Finland
45015,,Bixaceae,Bixa,orellana,,45015,Saunders,Lymantriidae,Calliteara,horsfieldii,,,West Malaysia
45402,on leaves,Verbenaceae,Tectona,grandis,,45402,Fawcett,Lymantriidae,Dasychira,georgiana,,,West Africa
45971,on leaves,Leguminosae (P),Erythrina,fusca,,45971,Moore,Lymantriidae,Euproctis,fraterna,,,Thailand
44833,,Leguminosae (P),Erythrina,abyssinica,,44833,Weymer,Lymantriidae,Argyrostagma,niobe,,,East Africa
45118,,Rosaceae,Malus,pumila,,45118,Linnaeus,Lymantriidae,Calliteara,pudibunda,,,Holarctic
45019,,Theaceae,Camellia,sinensis,,45019,Saunders,Lymantriidae,Calliteara,horsfieldii,,,Indo-Australian
45404,,Leguminosae (C),Brachystegia,,,45404,Swinhoe,Lymantriidae,Dasychira,glovera,,,East Africa
45972,on leaves,Malvaceae,Gossypium,herbaceum,,45972,Moore,Lymantriidae,Euproctis,fraterna,,,Thailand
44834,,Myrtaceae,Eucalyptus,,,44834,Weymer,Lymantriidae,Argyrostagma,niobe,,,East Africa
45120,,Rosaceae,Prunus,padus,,45120,Linnaeus,Lymantriidae,Calliteara,pudibunda,,,Finland
45022,,Palmae,Cocos,nucifera,,45022,Saunders,Lymantriidae,Calliteara,horsfieldii,,,West Malaysia
45412,,Moraceae,Ficus,sur,,45412,Holland,Lymantriidae,Dasychira,goodii,,,East Africa
45975,on leaves,Loranthaceae,Loranthus,,,45975,Moore,Lymantriidae,Euproctis,fraterna,,,Thailand
44835,,Myrtaceae,Eucalyptus,torelliana,,44835,Weymer,Lymantriidae,Argyrostagma,niobe,,,East Africa
45133,,Myrtaceae,Eucalyptus,,,45133,Lucas,Lymantriidae,Calliteara,pura,,,Australia
45025,,Leguminosae (P),Derris,malaccensis,,45025,Saunders,Lymantriidae,Calliteara,horsfieldii,,,West Malaysia
45417,,Pinaceae,Abies,lasiocarpa,,45417,Dyar,Lymantriidae,Dasychira,grisefacta,,,Canada
45976,on leaves,Anacardiaceae,Mangifera,indica,,45976,Moore,Lymantriidae,Euproctis,fraterna,,,Thailand
44847,,Ulmaceae,Trema,orientalis,,44847,Weymer,Lymantriidae,Argyrostagma,niobe,,,East Africa
45136,,Pinaceae,Pinus,patula,,45136,Strand,Lymantriidae,Calliteara,queenslandica,,,New Guinea
45028,,Leguminosae (P),Erythrina,,,45028,Saunders,Lymantriidae,Calliteara,horsfieldii,,,Indo-Australian
45420,,Pinaceae,Larix,occidentalis,,45420,Dyar,Lymantriidae,Dasychira,grisefacta,,,Canada
45978,on leaves,Nelumbonaceae,Nelumbo,nucifera,,45978,Moore,Lymantriidae,Euproctis,fraterna,,,Thailand
44848,on leaves,Leguminosae (M),Acacia,mearnsii,,44848,Weymer,Lymantriidae,Argyrostagma,niobe,,,Kenya
45140,on leaves,Fagaceae,Quercus,acuta,,45140,Wileman,Lymantriidae,Calliteara,taiwana,,,Japan
45035,,Tiliaceae,Muntingia,calabura,,45035,Saunders,Lymantriidae,Calliteara,horsfieldii,,,West Malaysia
45424,,Pinaceae,Pinus,,,45424,Dyar,Lymantriidae,Dasychira,grisefacta,,,Nearctic
45979,on leaves,Geraniaceae,Pelargonium,,,45979,Moore,Lymantriidae,Euproctis,fraterna,,,Sri Lanka
44849,on leaves,Myrtaceae,Eucalyptus,torelliana,,44849,Weymer,Lymantriidae,Argyrostagma,niobe,,,Uganda
45148,on leaves,Dipterocarpaceae,Shorea,assamica,,45148,Moore,Lymantriidae,Calliteara,thwaitesii,,,India
45040,,Leguminosae (C),Saraca,,,45040,Saunders,Lymantriidae,Calliteara,horsfieldii,,,South-East Asia
45427,,Pinaceae,Pinus,monticola,,45427,Dyar,Lymantriidae,Dasychira,grisefacta,,,Canada
45996,,Lythraceae,Lagerstroemia,,,45996,Collenette,Lymantriidae,Euproctis,geminata,,,East Africa
44856,,Convolvulaceae,Ipomoea,batatas,,44856,Hampson,Lymantriidae,Arna,bipunctapex,,,Hong Kong
45159,,Leguminosae (P),Dillwynia,,,45159,Lucas,Lymantriidae,Chionophasma,fimbriata,,,Australia
45042,,Sapindaceae,Schleichera,trijuga,,45042,Saunders,Lymantriidae,Calliteara,horsfieldii,,,Indo-Australian
45430,,Taxodiaceae,Taxodium,distichum,,45430,Dyar,Lymantriidae,Dasychira,grisefacta,,,Nearctic
45997,,Lythraceae,Lagerstroemia,indica,,45997,Collenette,Lymantriidae,Euproctis,geminata,,,East Africa
44865,,Euphorbiaceae,Sapium,sebiferum,,44865,Hampson,Lymantriidae,Arna,bipunctapex,,,India
45165,,Gramineae,Bambusa,,,45165,Walker,Lymantriidae,Choerotricha,atrosquama,,,Old World
45043,,Dipterocarpaceae,Shorea,robusta,,45043,Saunders,Lymantriidae,Calliteara,horsfieldii,,,India
45434,,Pinaceae,Tsuga,heterophylla,,45434,Dyar,Lymantriidae,Dasychira,grisefacta,,,Canada
45998,,Leguminosae (P),Alysicarpus,,,45998,Distant,Lymantriidae,Euproctis,gemmata,,,East Africa
44878,on,Dipterocarpaceae,Shorea,robusta,,44878,Hampson,Lymantriidae,Arna,bipunctapex,,,India
45166,,Leguminosae (C),Caesalpinia,,,45166,Walker,Lymantriidae,Choerotricha,atrosquama,,,Old World
45046,,Sterculiaceae,Theobroma,cacao,,45046,Saunders,Lymantriidae,Calliteara,horsfieldii,,,West Malaysia
45436,,Pinaceae,Pinus,edulis,,45436,Dyar,Lymantriidae,Dasychira,grisefacta,grisefacta,,Nearctic
46003,,Leguminosae (P),Erythrina,abyssinica,,46003,Collenette,Lymantriidae,Euproctis,hargreavesi,,,East Africa
44880,on,Combretaceae,Terminalia,tomentosa,,44880,Hampson,Lymantriidae,Arna,bipunctapex,,,India
45175,,Polygonaceae,Polygonum,hydropiper,,45175,Walker,Lymantriidae,Cifuna,locuples,,,Hong Kong
45054,on leaves,Leguminosae (C),Cassia,fistula,,45054,Saunders,Lymantriidae,Calliteara,horsfieldii,,,India
45437,,Combretaceae,Terminalia,bellirica,,45437,Pagenstecher,Lymantriidae,Dasychira,grossa,,,West Malaysia
46010,,Lauraceae,Cinnamomum,zeylanicum,,46010,Swinhoe,Lymantriidae,Euproctis,howra,rhoda,,India
44885,on leaves,Combretaceae,Terminalia,tomentosa,,44885,Hampson,Lymantriidae,Arna,bipunctapex,,,India
45179,,Gramineae,Triticum,,,45179,Walker,Lymantriidae,Cifuna,locuples,,,Oriental
45055,on leaves,Leguminosae (C),Cassia,fistula,,45055,Saunders,Lymantriidae,Calliteara,horsfieldii,,,Thailand
45440,,Sapindaceae,Cardiospermum,grandiflorum,,45440,Collenette,Lymantriidae,Dasychira,lampropoda,,,East Africa
46011,,Combretaceae,Terminalia,paniculata,,46011,Swinhoe,Lymantriidae,Euproctis,howra,rhoda,,India
44887,on leaves,Combretaceae,Terminalia,tomentosa,,44887,Collenette,Lymantriidae,Arna,phaulida,,,India
45181,on leaves,Fagaceae,Castanea,crenata,,45181,Walker,Lymantriidae,Cifuna,locuples,,Y,Japan
45056,on leaves,Casuarinaceae,Casuarina,equisetifolia,,45056,Saunders,Lymantriidae,Calliteara,horsfieldii,,,Thailand
45441,,Betulaceae,Betula,,,45441,Smith,Lymantriidae,Dasychira,leucophaea,,,Nearctic
46012,,Rhamnaceae,Ziziphus,,,46012,Swinhoe,Lymantriidae,Euproctis,howra,rhoda,,India
44904,,Pinaceae,Pinus,patula,,44904,Hampson,Lymantriidae,Aroa,melanoleuca,,,Afrotropical
45202,,Bombacaceae,Durio,zibethinus,,45202,Butler,Lymantriidae,Clethrogyna,turbata,,,West Malaysia
45063,on leaves,Myrtaceae,Eucalyptus,camaldulensis,,45063,Saunders,Lymantriidae,Calliteara,horsfieldii,,,Thailand
45448,,Fagaceae,Quercus,coccinea,,45448,Smith,Lymantriidae,Dasychira,leucophaea,,,Nearctic
46016,,Platanaceae,Platanus,,,46016,Janse,Lymantriidae,Euproctis,iridescens,,,South Africa
44908,in nurseries,Pinaceae,Pinus,radiata,,44908,Hampson,Lymantriidae,Aroa,melanoleuca,,,Rhodesia
45208,,Leguminosae (M),Mimosa,pudica,,45208,Butler,Lymantriidae,Clethrogyna,turbata,,,India
45069,on leaves,Lythraceae,Lagerstroemia,speciosa,,45069,Saunders,Lymantriidae,Calliteara,horsfieldii,,,Thailand
45454,,Pinaceae,Picea,mariana,,45454,Strecker,Lymantriidae,Dasychira,manto,,,Nearctic
46019,on leaves,Fagaceae,Quercus,serrata,,46019,Wileman,Lymantriidae,Euproctis,kanshireia,,Y,Japan
44925,,Combretaceae,Terminalia,myriocarpa,,44925,Walker,Lymantriidae,Artaxa,guttata,,,India
45211,,Dipterocarpaceae,Shorea,hemsleyana,,45211,Butler,Lymantriidae,Clethrogyna,turbata,,,West Malaysia
45071,on leaves,Anacardiaceae,Mangifera,indica,,45071,Saunders,Lymantriidae,Calliteara,horsfieldii,,,Thailand
45455,,Pinaceae,Pinus,,,45455,Strecker,Lymantriidae,Dasychira,manto,,,Nearctic
46023,on protective plants,Polyphagous,,,,46023,Moore,Lymantriidae,Euproctis,kargalika,,,Palaearctic
44927,,Rhamnaceae,Ziziphus,mauritiana,,44927,Walker,Lymantriidae,Artaxa,guttata,,,India
45215,on leaves,Leguminosae (M),Acacia,mangium,,45215,Butler,Lymantriidae,Clethrogyna,turbata,,,Thailand
45082,on leaves,Leguminosae (C),Tamarindus,indica,,45082,Saunders,Lymantriidae,Calliteara,horsfieldii,,,India
45459,,Fagaceae,Quercus,,,45459,Barnes & McDunn.,Lymantriidae,Dasychira,meridionalis,,,USA
46027,on leaves,Dipterocarpaceae,Shorea,robusta,,46027,Walker,Lymantriidae,Euproctis,latifascia,,,India
44934,,Polyphagous,,,,44934,Walker,Lymantriidae,Bembina,apicalis,,,India
45224,on leaves,Lythraceae,Lagerstroemia,indica,,45224,Butler,Lymantriidae,Clethrogyna,turbata,,,Thailand
45085,on leaves,Combretaceae,Terminalia,catappa,,45085,Saunders,Lymantriidae,Calliteara,horsfieldii,,,Thailand
45461,,Fagaceae,Quercus,,,45461,Barnes & McDunn.,Lymantriidae,Dasychira,meridionalis,kerrvillei,,Nearctic
46029,,Leguminosae (M),Acacia,nilotica,,46029,Walker,Lymantriidae,Euproctis,lunata,,,India
44937,,Anacardiaceae,Mangifera,,,44937,Hampson,Lymantriidae,Bembina,atripuncta?,,,Andaman & Nicobar Is
45225,on leaves,Anacardiaceae,Mangifera,indica,,45225,Butler,Lymantriidae,Clethrogyna,turbata,,,Thailand
45088,on leaves,Dilleniaceae,Dillenia,pentagyna,,45088,Saunders,Lymantriidae,Calliteara,horsfieldii?,,,India
45463,,Juglandaceae,Carya,,,45463,Ferguson,Lymantriidae,Dasychira,meridionalis,memorata,,Nearctic
46039,,Moraceae,Morus,,,46039,Walker,Lymantriidae,Euproctis,lunata,,,Oriental
44938,on young leaves,Anacardiaceae,Mangifera,indica,,44938,Hampson,Lymantriidae,Bembina,atripuncta?,,,Andaman & Nicobar Is
45234,on leaves,Leguminosae (P),Sesbania,grandiflora,,45234,Butler,Lymantriidae,Clethrogyna,turbata,,,Thailand
45092,on leaves,Fagaceae,Castanea,crenata,,45092,Butler,Lymantriidae,Calliteara,lunulata,,,Japan
45466,,Rosaceae,Prunus,cerasus,,45466,Ferguson,Lymantriidae,Dasychira,meridionalis,memorata,,Nearctic
46046,,Tamaricaceae,Tamarix,gallica,,46046,Walker,Lymantriidae,Euproctis,lunata,,,India
44961,,Pinaceae,Picea,abies,,44961,Denis & Schiff.,Lymantriidae,Calliteara,abietis,,,Finland
45236,on leaves,Dipterocarpaceae,Shorea,hemsleyana,,45236,Butler,Lymantriidae,Clethrogyna,turbata,,,West Malaysia
45099,on leaves,Fagaceae,Quercus,variabilis,,45099,Marumo,Lymantriidae,Calliteara,nachiensis,,,Japan
45467,,Rosaceae,Prunus,domestica,,45467,Ferguson,Lymantriidae,Dasychira,meridionalis,memorata,,Nearctic
46053,on,Lauraceae,Cinnamomum,camphora,,46053,Walker,Lymantriidae,Euproctis,lunata,,,India
44966,,Taxodiaceae,Cryptomeria,japonica,,44966,Butler,Lymantriidae,Calliteara,argentata,,,Japan
45239,on pods,Leguminosae (P),Vigna,unguiculata,,45239,Butler,Lymantriidae,Clethrogyna,turbata,,,Thailand
45101,on leaves,Fagaceae,Fagus,crenata,,45101,Butler,Lymantriidae,Calliteara,pseudabietis,,,Japan
45472,,Ulmaceae,Ulmus,pumila,,45472,Ferguson,Lymantriidae,Dasychira,meridionalis,memorata,,Nearctic
46058,on leaves,Leguminosae (P),Erythrina,fusca,,46058,Walker,Lymantriidae,Euproctis,lunata,,,Thailand
44995,,Dipterocarpaceae,Shorea,robusta,,44995,Moore,Lymantriidae,Calliteara,grotei,,,India
45242,on leaves,Euphorbiaceae,Macaranga,,,45242,Moore,Lymantriidae,Cozola,subrana,,,West Malaysia
45110,,Betulaceae,Betula,,,45110,Linnaeus,Lymantriidae,Calliteara,pudibunda,,,Finland
45475,,Smilacaceae,Smilax,,,45475,Felder,Lymantriidae,Dasychira,moerens,,,India
46063,on leaves,Euphorbiaceae,Manihot,esculenta,,46063,Walker,Lymantriidae,Euproctis,lunata,,,Thailand
45005,on leaves,Fagaceae,Quercus,incana,,45005,Moore,Lymantriidae,Calliteara,grotei,,,India
45245,on grasses,Gramineae,,,,45245,Hampson,Lymantriidae,Cropera,phaeophlebia,,,East Africa
45116,,Juglandaceae,Juglans,regia,,45116,Linnaeus,Lymantriidae,Calliteara,pudibunda,,,Holarctic
45481,,Juglandaceae,Carya,,,45481,Grote & Robinson,Lymantriidae,Dasychira,obliquata,,,Nearctic
46070,on leaves,Rhamnaceae,Ziziphus,mauritiana,,46070,Walker,Lymantriidae,Euproctis,lunata,,,India
45013,,Anacardiaceae,Anacardium,occidentale,,45013,Saunders,Lymantriidae,Calliteara,horsfieldii,,,Sabah
45252,,Convolvulaceae,Ipomoea,batatas,,45252,Walker,Lymantriidae,Cropera,testacea,,,East Africa
45122,,Fagaceae,Quercus,,,45122,Linnaeus,Lymantriidae,Calliteara,pudibunda,,,Old World
45483,,Fagaceae,Fagus,grandifolia,,45483,Grote & Robinson,Lymantriidae,Dasychira,obliquata,,,Nearctic
46074,,Euphorbiaceae,Alchornea,cordifolia,,46074,Swinhoe,Lymantriidae,Euproctis,lyoma,,,East Africa
45016,,Theaceae,Camellia,,,45016,Saunders,Lymantriidae,Calliteara,horsfieldii,,,South-East Asia
45256,on pasture grasses,Gramineae,,,,45256,Walker,Lymantriidae,Cropera,testacea,,,East Africa
45123,,Rosaceae,Rubus,idaeus,,45123,Linnaeus,Lymantriidae,Calliteara,pudibunda,,,Finland
45488,,Ulmaceae,Ulmus,,,45488,Grote & Robinson,Lymantriidae,Dasychira,obliquata,,,USA
46088,on leaves,Pinaceae,Pinus,,,46088,Hampson,Lymantriidae,Euproctis,melalepia,,,Rhodesia
45017,,Theaceae,Camellia,sinensis,,45017,Saunders,Lymantriidae,Calliteara,horsfieldii,,,Hong Kong
45263,,Palmae,Elaeis,guineensis,,45263,,Lymantriidae,Dasychira,,,,Malaysia
45125,,Rosaceae,Sorbus,aucuparia,,45125,Linnaeus,Lymantriidae,Calliteara,pudibunda,,,Finland
45496,,Pinaceae,Abies,,,45496,Walker,Lymantriidae,Dasychira,plagiata,,,Nearctic
46106,,Theaceae,Camellia,sinensis,,46106,Leech,Lymantriidae,Euproctis,montis,,,Taiwan
45023,,Rubiaceae,Coffea,liberica,,45023,Saunders,Lymantriidae,Calliteara,horsfieldii,,,West Malaysia
45264,,Verbenaceae,Lantana,camara,,45264,,Lymantriidae,Dasychira,,,,India
45132,on trees/shrubs,Polyphagous,,,,45132,Linnaeus,Lymantriidae,Calliteara,pudibunda,,,British Isles
45501,,Aceraceae,Acer,saccharum,,45501,Walker,Lymantriidae,Dasychira,plagiata,,,Canada
46116,,Euphorbiaceae,Mallotus,,,46116,Oberthür,Lymantriidae,Euproctis,piperita,,,Japan
45027,,Leguminosae (P),Erythrina,,,45027,Saunders,Lymantriidae,Calliteara,horsfieldii,,,Hong Kong
45267,on leaves,Bombacaceae,Durio,zibethinus,,45267,,Lymantriidae,Dasychira,,,,Thailand
45134,on leaves,Myrtaceae,Eucalyptus,saligna,,45134,Lucas,Lymantriidae,Calliteara,pura,,,India
45505,,Compositae,Chaenactis,stevioides,,45505,Walker,Lymantriidae,Dasychira,plagiata,,,Nearctic
46120,,Theaceae,Camellia,sinensis,,46120,Strand,Lymantriidae,Euproctis,pseudoconspersa,,,Hong Kong
45037,,Pinaceae,Pinus,kesiya,,45037,Saunders,Lymantriidae,Calliteara,horsfieldii,,,India
45270,on leaves,Lythraceae,Lagerstroemia,speciosa,,45270,,Lymantriidae,Dasychira,,,,West Malaysia
45135,on leaves,Pinaceae,Pinus,radiata,,45135,Lucas,Lymantriidae,Calliteara,pura,,,India
45507,,Leguminosae (P),Erythrina,,,45507,Walker,Lymantriidae,Dasychira,plagiata,,,East Africa
46126,,Rosaceae,Pyrus,sinensis,,46126,Strand,Lymantriidae,Euproctis,pseudoconspersa,,,Hong Kong
45044,,Dipterocarpaceae,Shorea,robusta,,45044,Saunders,Lymantriidae,Calliteara,horsfieldii,,,Indo-Australian
45277,on leaves,Sterculiaceae,Theobroma,cacao,,45277,,Lymantriidae,Dasychira,,,,West Malaysia
45137,on,Combretaceae,Terminalia,calamansanai,,45137,Testaut,Lymantriidae,Calliteara,salomonis,,,Solomon Islands
45508,,Cupressaceae,Juniperus,,,45508,Walker,Lymantriidae,Dasychira,plagiata,,,Nearctic
46148,,Euphorbiaceae,Ricinus,,,46148,Fawcett,Lymantriidae,Euproctis,rubricosta,,,East Africa
45050,on leaves,Leguminosae (M),Acacia,richii,,45050,Saunders,Lymantriidae,Calliteara,horsfieldii,,,West Malaysia
45278,,Sapindaceae,Allophylus,,,45278,Holland,Lymantriidae,Dasychira,albibasalis,,,East Africa
45142,on leaves,Fagaceae,Quercus,glauca,,45142,Wileman,Lymantriidae,Calliteara,taiwana,,Y,Japan
45516,,Pinaceae,Picea,mariana,,45516,Walker,Lymantriidae,Dasychira,plagiata,,,Nearctic
46162,,Anacardiaceae,Sclerocarya,,,46162,Walker,Lymantriidae,Euproctis,rufopunctata,,,Southern Africa
45052,on leaves,Theaceae,Camellia,sinensis,sinensis,45052,Saunders,Lymantriidae,Calliteara,horsfieldii,,,Sri Lanka
45281,,Rubiaceae,Coffea,liberica,,45281,Swinhoe,Lymantriidae,Dasychira,albiplaga,,,West Malaysia
45161,,Lauraceae,Persea,,,45161,Lucas,Lymantriidae,Chionophasma,fimbriata,,,Australia
45525,,Pinaceae,Pinus,resinosa,,45525,Walker,Lymantriidae,Dasychira,plagiata,,,Canada
46170,on shade trees,Polyphagous,,,,46170,Blanchard,Lymantriidae,Euproctis,signata,,,Afghanistan
45058,on leaves,Casuarinaceae,Casuarina,junghuhniana,,45058,Saunders,Lymantriidae,Calliteara,horsfieldii,,,Thailand
45291,,Betulaceae,Betula,,,45291,Packard,Lymantriidae,Dasychira,basiflava,,,Nearctic
45164,,Rosaceae,Rosa,,,45164,Fabricius,Lymantriidae,Chionophasma,lutea,,,Australia
45527,,Pinaceae,Pinus,rigida,,45527,Walker,Lymantriidae,Dasychira,plagiata,,,Nearctic
46171,,Polyphagous,,,,46171,Fuessly,Lymantriidae,Euproctis,similis,,,Nearctic
45066,on leaves,Moraceae,Ficus,,,45066,Saunders,Lymantriidae,Calliteara,horsfieldii,,,West Malaysia
45294,,Fagaceae,Quercus,,,45294,Packard,Lymantriidae,Dasychira,basiflava,,,Nearctic
45167,,Leguminosae (M),Pithecellobium,,,45167,Walker,Lymantriidae,Choerotricha,atrosquama,,,Old World
45537,,Fagaceae,Quercus,,,45537,Walker,Lymantriidae,Dasychira,plagiata,,,USA
46175,,Rosaceae,Crataegus,,,46175,Fuessly,Lymantriidae,Euproctis,similis,,,Finland
45075,on leaves,Rosaceae,Rosa,,,45075,Saunders,Lymantriidae,Calliteara,horsfieldii,,,Thailand
45296,,Fagaceae,Quercus,coccinea/rubra,,45296,Packard,Lymantriidae,Dasychira,basiflava,,,USA
45170,,Leguminosae (P),Derris,,,45170,Walker,Lymantriidae,Cifuna,locuples,,,Oriental
45543,,Tiliaceae,Tilia,americana,,45543,Walker,Lymantriidae,Dasychira,plagiata,,,Canada
46177,,Rosaceae,Prunus,padus,,46177,Fuessly,Lymantriidae,Euproctis,similis,,,Finland
45083,on leaves,Leguminosae (C),Tamarindus,indica,,45083,Saunders,Lymantriidae,Calliteara,horsfieldii,,,Thailand
45306,,Juglandaceae,Juglans,nigra,,45306,Grote & Robinson,Lymantriidae,Dasychira,cinnamomea,,,Nearctic
45171,,Leguminosae (P),Glycine,max,,45171,Walker,Lymantriidae,Cifuna,locuples,,,Oriental
45545,,Pinaceae,Tsuga,canadensis,,45545,Walker,Lymantriidae,Dasychira,plagiata,,,Nearctic
46178,,Rosaceae,Sorbus,aucuparia,,46178,Fuessly,Lymantriidae,Euproctis,similis,,,Finland
45096,on leaves,Fagaceae,Quercus,serrata,,45096,Butler,Lymantriidae,Calliteara,lunulata,,,Japan
45321,,Iridaceae,Tritonia,,,45321,Walker,Lymantriidae,Dasychira,complicata,,,India
45173,,Leguminosae (P),Phaseolus,,,45173,Walker,Lymantriidae,Cifuna,locuples,,,Oriental
45561,,Sapotaceae,Chrysophyllum,viridifolium,,45561,Hampson,Lymantriidae,Dasychira,proterota,,,Southern Africa
46183,on trees/shrubs,Polyphagous,,,,46183,Fuessly,Lymantriidae,Euproctis,similis,,,British Isles
45100,on leaves,Fagaceae,Castanea,crenata,,45100,Butler,Lymantriidae,Calliteara,pseudabietis,,,Japan
45332,,Fagaceae,Castanea,,,45332,Barnes & McDunn.,Lymantriidae,Dasychira,dorsipennata,,,Nearctic
45176,,Rosaceae,Rosa,,,45176,Walker,Lymantriidae,Cifuna,locuples,,,Hong Kong
45566,,Proteaceae,Protea,caffra,,45566,Hampson,Lymantriidae,Dasychira,pyrosoma,,,Southern Africa
46184,,Rubiaceae,Coffea,,,46184,,Lymantriidae,Euproctis,sp.,,,Papua New Guinea
45104,on leaves,Fagaceae,Quercus,serrata,,45104,Butler,Lymantriidae,Calliteara,pseudabietis,,,Japan
45339,,Rosaceae,Prunus,serotina,,45339,Barnes & McDunn.,Lymantriidae,Dasychira,dorsipennata,,,Nearctic
45177,,Salicaceae,Salix,,,45177,Walker,Lymantriidae,Cifuna,locuples,,,Hong Kong
45571,on leaves,Myrtaceae,Eucalyptus,,,45571,Walker,Lymantriidae,Dasychira,serigoides,,,West Malaysia
46186,,Rhizophoraceae,Rhizophora,,,46186,,Lymantriidae,Euproctis,sp.,,,Andaman Islands
45105,on leaves,Fagaceae,Quercus,variabilis,,45105,Butler,Lymantriidae,Calliteara,pseudabietis,,,Japan
45340,,Rosaceae,Prunus,virginiana,,45340,Barnes & McDunn.,Lymantriidae,Dasychira,dorsipennata,,,USA
45184,on leaves,Fagaceae,Quercus,variabilis,,45184,Walker,Lymantriidae,Cifuna,locuples,,,Japan
45573,on leaves,Rosaceae,Malus,pumila,,45573,,Lymantriidae,Dasychira,sp.,,,India
46188,on flowers,Lythraceae,Lagerstroemia,loudonii,,46188,,Lymantriidae,Euproctis,sp.,,,Thailand
45107,,Aceraceae,Acer,platanoides,,45107,Linnaeus,Lymantriidae,Calliteara,pudibunda,,,Finland
45341,,Rosaceae,Pyrus,,,45341,Barnes & McDunn.,Lymantriidae,Dasychira,dorsipennata,,,Nearctic
45186,on leaves,Meliaceae,Aglaia,lawii,,45186,Swinhoe,Lymantriidae,Cispia,charma,,,India
45578,on flowers,Myrtaceae,Melaleuca,leucadendra,,45578,,Lymantriidae,Dasychira,sp. B,,,Australia
46193,on leaves,Dipterocarpaceae,Shorea,stenoptera,,46193,,Lymantriidae,Euproctis,sp.,,,Malaysia
45109,,Betulaceae,Alnus,incana,,45109,Linnaeus,Lymantriidae,Calliteara,pudibunda,,,Finland
45345,,Salicaceae,Salix,,,45345,Barnes & McDunn.,Lymantriidae,Dasychira,dorsipennata,,,Nearctic
45187,,Fagaceae,Quercus,,,45187,Chao,Lymantriidae,Cispia,lunata,,,China
45582,,Vitaceae,Vitis,,,45582,Walker,Lymantriidae,Dasychira,tenebrosa,,,India
46196,on flowers,Sapindaceae,Nephelium,lappaceum,,46196,,Lymantriidae,Euproctis,sp. 1,,,Thailand
45114,,Rosaceae,Filipendula,ulmaria,,45114,Linnaeus,Lymantriidae,Calliteara,pudibunda,,,Finland
45351,,Sterculiaceae,Theobroma,cacao,,45351,Hampson,Lymantriidae,Dasychira,endophaea,,,Zaire
45200,,Leguminosae (P),Derris,elliptica,,45200,Butler,Lymantriidae,Clethrogyna,turbata,,,West Malaysia
45590,,Pinaceae,Abies,balsamea,,45590,Barnes & McDunn.,Lymantriidae,Dasychira,vagans,,,Canada
46199,on leaves,Anacardiaceae,Mangifera,indica,,46199,,Lymantriidae,Euproctis,sp. 4,,,Thailand
45117,,Rosaceae,Malus,pumila,,45117,Linnaeus,Lymantriidae,Calliteara,pudibunda,,,Finland
45355,,Moraceae,Ficus,sur,,45355,Distant,Lymantriidae,Dasychira,extorta,,,Southern Africa
45204,,Euphorbiaceae,Hevea,,,45204,Butler,Lymantriidae,Clethrogyna,turbata,,,Malaysia
45598,,Rosaceae,Malus,pumila,,45598,Barnes & McDunn.,Lymantriidae,Dasychira,vagans,,,Nearctic
46202,on flowers,Myrtaceae,Melaleuca,quinquenervia,,46202,,Lymantriidae,Euproctis,sp. B,,,Australia
45126,,Tiliaceae,Tilia,cordata,,45126,Linnaeus,Lymantriidae,Calliteara,pudibunda,,,Finland
45357,,Vitaceae,Parthenocissus,,,45357,Hampson,Lymantriidae,Dasychira,feminula,,,India
45206,,Convolvulaceae,Ipomoea,batatas,,45206,Butler,Lymantriidae,Clethrogyna,turbata,,,West Malaysia
45614,,Salicaceae,Salix,,,45614,Barnes & McDunn.,Lymantriidae,Dasychira,vagans,,,Nearctic
46206,on flowers,Myrtaceae,Melaleuca,viridiflora,,46206,,Lymantriidae,Euproctis,sp. E,,,Australia
45130,on fruit trees,Polyphagous,,,,45130,Linnaeus,Lymantriidae,Calliteara,pudibunda,,,Holarctic
45359,,Vitaceae,Vitis,,,45359,Hampson,Lymantriidae,Dasychira,feminula,,,India
45207,,Leguminosae (M),Mimosa,invisa,,45207,Butler,Lymantriidae,Clethrogyna,turbata,,,West Malaysia
45615,,Pinaceae,Tsuga,heterophylla,,45615,Barnes & McDunn.,Lymantriidae,Dasychira,vagans,,,Canada
46214,,Lauraceae,Litsea,monopetala,,46214,Walker,Lymantriidae,Euproctis,subfasciata,,,India
45138,,Fagaceae,Quercus,,,45138,Moore,Lymantriidae,Calliteara,strigata,,,Japan
