_id,Damage,Hostplant Family,Hostplant Genus,Hostplant Species,Hostplant Subspecies/var,HOSTS ID,Insect Author,Insect Family,Insect Genus,Insect Species,Insect Subspecies,Lab Rearing,Location
53098,,Vitaceae,Rhoicissus,digitata,,53098,Walker,Noctuidae,Aegoceropsis,fervida,,,Southern Africa
53232,on leaves,Pinaceae,Pinus,radiata,,53232,Guenée,Noctuidae,Agrapha,limbirena,,,East Africa
52627,,Rosaceae,Spiraea,,,52627,Smith,Noctuidae,Acronicta,oblinita,,,Nearctic
53362,on leaves,Convolvulaceae,Ipomoea,batatas,,53362,Kollar,Noctuidae,Agrotis,biconica,,,India
54158,,Gramineae,Elymus,,,54158,Curtis,Noctuidae,Aletia,litoralis,,,British Isles
53106,,Leguminosae (P),Vigna,unguiculata,,53106,Boisduval,Noctuidae,Aegoceropsis,rectilinea,,,Nigeria
53233,on nursery stock,Myrtaceae,Eucalyptus,saligna,,53233,Guenée,Noctuidae,Agrapha,limbirena,,,Uganda
52630,,Gramineae,Triticum,aestivum,,52630,Smith,Noctuidae,Acronicta,oblinita,,,Nearctic
53363,on weeds,Polyphagous,,,,53363,Kollar,Noctuidae,Agrotis,biconica,,,India
54171,,Cyperaceae,Carex,,,54171,Denis & Schiff.,Noctuidae,Aletia,pudorina,,,Austria
53111,on flowers,Compositae,,,,53111,Hufnagel,Noctuidae,Aetheria,bicolorata,,,British Isles
53241,,Geraniaceae,Pelargonium,,,53241,Hampson,Noctuidae,Agrapha,tarassota,,,India
52635,,Caprifoliaceae,Viburnum,nudum,cassinoides,52635,Smith,Noctuidae,Acronicta,oblinita,,,Nearctic
53373,,Compositae,Lactuca,sativa,,53373,Hufnagel,Noctuidae,Agrotis,clavis,,,Finland
54185,,Rosaceae,Prunus,,,54185,Agenjo,Noctuidae,Allophyes,alfaroi,,,Spain
53116,on leaves,Compositae,Lactuca,,,53116,Denis & Schiff.,Noctuidae,Aetheria,dysodea,,,British Isles
53243,,Caprifoliaceae,Viburnum,,,53243,Herrich-Schäffer,Noctuidae,Agriopodes,fallax,,,Nearctic
52636,,Caprifoliaceae,Viburnum,nudum,nudum,52636,Smith,Noctuidae,Acronicta,oblinita,,,Nearctic
53376,,Gramineae,Zea,mays,,53376,Hufnagel,Noctuidae,Agrotis,clavis,,,Palaearctic
54186,,Rosaceae,,,,54186,Linnaeus,Noctuidae,Allophyes,oxyacanthae,,,Finland
53119,,Moraceae,Antiaris,toxicaria,,53119,Drury,Noctuidae,Aganais,speciosa,,,Afrotropical
53244,,Caprifoliaceae,Viburnum,,,53244,Herrich-Schäffer,Noctuidae,Agriopodes,fallax,,,USA
52655,,Ericaceae,Arctostaphylos,patula,,52655,Grote,Noctuidae,Acronicta,perdita,,,USA
53381,,Rosaceae,Malus,pumila,,53381,Hübner,Noctuidae,Agrotis,crassa,,,Israel
54189,,Rosaceae,Crataegus,laevigata,,54189,Linnaeus,Noctuidae,Allophyes,oxyacanthae,,,Finland
53123,,Meliaceae,Entandrophragma,cylindricum,,53123,Drury,Noctuidae,Aganais,speciosa,,,East Africa
53257,on leaves,Fagaceae,Quercus,acutissima,,53257,Butler,Noctuidae,Agrochola,evelina,,,Japan
52659,,Cannabaceae,Cannabis,sativa,,52659,Guenée,Noctuidae,Acronicta,pruinosa,,,Indo-Australian
53385,on roots of herbaceous plants,Polyphagous,,,,53385,Hübner,Noctuidae,Agrotis,crassa,,,British Isles
54190,,Caprifoliaceae,Lonicera,xylosteum,,54190,Linnaeus,Noctuidae,Allophyes,oxyacanthae,,,Finland
53125,,Moraceae,Ficus,,,53125,Drury,Noctuidae,Aganais,speciosa,,,Southern Africa
53259,,Berberidaceae,Berberis,,,53259,Linnaeus,Noctuidae,Agrochola,helvola,,,Finland
52662,,Elaeagnaceae,Elaeagnus,latifolia,,52662,Guenée,Noctuidae,Acronicta,pruinosa,,,Indonesia
53386,,Chenopodiaceae,Beta,vulgaris,,53386,Butler,Noctuidae,Agrotis,crinigera,,,Palaearctic
54193,,Rosaceae,Prunus,,,54193,Linnaeus,Noctuidae,Allophyes,oxyacanthae,,,Europe
53130,,Moraceae,Ficus,sur,,53130,Drury,Noctuidae,Aganais,speciosa,,,Afrotropical
53266,,Salicaceae,Populus,tremula,,53266,Linnaeus,Noctuidae,Agrochola,helvola,,,Finland
52664,,Elaeagnaceae,Elaeagnus,latifolia,,52664,Guenée,Noctuidae,Acronicta,pruinosa,,,West Malaysia
53392,,Gramineae,Saccharum,officinarum,,53392,Butler,Noctuidae,Agrotis,crinigera,,,Hawaii
54198,,Rosaceae,Pyrus,,,54198,Linnaeus,Noctuidae,Allophyes,oxyacanthae,,,Europe
53141,,Vitaceae,Vitis,heterophylla,,53141,Donovan,Noctuidae,Agarista,agricola,,,Australia
53275,on deciduous trees,Polyphagous,,,,53275,Linnaeus,Noctuidae,Agrochola,helvola,,,British Isles
52665,,Elaeagnaceae,Elaeagnus,loureiroi,,52665,Guenée,Noctuidae,Acronicta,pruinosa,,,Hong Kong
53394,,Leguminosae (P),Vigna,unguiculata,,53394,Butler,Noctuidae,Agrotis,crinigera,,,Hawaii
54204,,Juglandaceae,Carya,,,54204,Hübner,Noctuidae,Allotria,elonympha,,,Nearctic
53142,,Compositae,Aster,,,53142,Grote,Noctuidae,Agnorisma,badinodis,,,Nearctic
53278,on shrubs/trees,Polyphagous,,,,53278,Linnaeus,Noctuidae,Agrochola,helvola,,,Finland
52672,,Rosaceae,Pyrus,,,52672,Harris,Noctuidae,Acronicta,pruni,,,USA
53400,,Chenopodiaceae,Chenopodium,,,53400,Walker,Noctuidae,Agrotis,dislocata,,,Hawaii
54206,,Leguminosae (P),Glycine,,,54206,Hübner,Noctuidae,Allotria,elonympha,,,Nearctic
53148,,Polygonaceae,Rumex,,,53148,Grote,Noctuidae,Agnorisma,badinodis,,,Nearctic
53282,,Papaveraceae,Corydalis,nobilis,,53282,Linnaeus,Noctuidae,Agrochola,litura,,,Finland
52674,,Rosaceae,Sorbus,aucuparia,,52674,Harris,Noctuidae,Acronicta,pruni,,,USA
53409,,Cruciferae,Brassica,rapa,sarson,53409,Linnaeus,Noctuidae,Agrotis,exclamationis,,,Palaearctic
54209,,Cornaceae,Nyssa,,,54209,Hübner,Noctuidae,Allotria,elonympha,,,Nearctic
53153,,Leguminosae (P),Trifolium,,,53153,Grote,Noctuidae,Agnorisma,badinodis,,,Nearctic
53283,,Rosaceae,Filipendula,vulgaris,,53283,Linnaeus,Noctuidae,Agrochola,litura,,,Finland
52675,,Aceraceae,Acer,platanoides,,52675,Linnaeus,Noctuidae,Acronicta,psi,,,Finland
53410,,Rosaceae,Fragaria,,,53410,Linnaeus,Noctuidae,Agrotis,exclamationis,,,Palaearctic
54215,,Onagraceae,Epilobium,,,54215,Couper,Noctuidae,Alypia,langtoni,,,Nearctic
53161,,Vitaceae,Cissus,quadrangularis,,53161,Felder,Noctuidae,Agoma,trimenii,,,East Africa
53307,,Fagaceae,Quercus,,,53307,Hübner,Noctuidae,Agrochola,macilenta,,,Finland
52677,,Betulaceae,Alnus,glutinosa,,52677,Linnaeus,Noctuidae,Acronicta,psi,,,Finland
53420,,Polygonaceae,Rumex,acetosa,,53420,Linnaeus,Noctuidae,Agrotis,exclamationis,,,Finland
54225,,Vitaceae,Parthenocissus,quinquefolia,,54225,Fabricius,Noctuidae,Alypia,octomaculata,,,Nearctic
53165,,Vitaceae,Rhoicissus,digitata,,53165,Felder,Noctuidae,Agoma,trimenii,,,Southern Africa
53313,on leaves,Ericaceae,Calluna,,,53313,Hübner,Noctuidae,Agrochola,macilenta,,,British Isles
52688,,Rosaceae,Crataegus,intricata,,52688,Linnaeus,Noctuidae,Acronicta,psi,,,Finland
53423,,Caryophyllaceae,Stellaria,,,53423,Linnaeus,Noctuidae,Agrotis,exclamationis,,,Palaearctic
54226,,Vitaceae,Parthenocissus,quinquefolia,,54226,Fabricius,Noctuidae,Alypia,octomaculata,,,New World
53171,,Leguminosae (P),Glycine,max,,53171,Staudinger,Noctuidae,Agrapha,agnata,,,Old World
53323,,Rosaceae,Oemleria,cerasiformis,,53323,Smith,Noctuidae,Agrochola,pulchella,,,Nearctic
52689,,Rosaceae,Crataegus,laevigata,,52689,Linnaeus,Noctuidae,Acronicta,psi,,,Finland
53429,,Malvaceae,Gossypium,,,53429,Walker,Noctuidae,Agrotis,experta,,,Peru
54227,,Vitaceae,Parthenocissus,tricuspidata,,54227,Fabricius,Noctuidae,Alypia,octomaculata,,,Nearctic
53179,,Compositae,Calendula,,,53179,Bremer & Grey,Noctuidae,Agrapha,albostriata,,,Oriental
53325,,Rosaceae,Prunus,emarginata,,53325,Smith,Noctuidae,Agrochola,pulchella,,,Nearctic
52694,,Rosaceae,Prunus,,,52694,Linnaeus,Noctuidae,Acronicta,psi,,,Palaearctic
53432,on grasses,Gramineae,,,,53432,Hübner,Noctuidae,Agrotis,fatidica,,,Palaearctic
54232,,Vitaceae,Vitis,vinifera,,54232,Fabricius,Noctuidae,Alypia,octomaculata,,,Nearctic
53181,,Convolvulaceae,Calystegia,,,53181,Bremer & Grey,Noctuidae,Agrapha,albostriata,,,Oriental
53326,,Grossulariaceae,Ribes,sanguineum,,53326,Smith,Noctuidae,Agrochola,pulchella,,,Nearctic
52700,,Rosaceae,Prunus,persica,,52700,Linnaeus,Noctuidae,Acronicta,psi,,,Palaearctic
53435,,Alliaceae,Allium,cepa,,53435,Morrison,Noctuidae,Agrotis,gladiaria,,,Nearctic
54235,,Onagraceae,Camissonia,californica,,54235,Grote,Noctuidae,Alypia,ridingsii,,,Nearctic
53183,,Compositae,Dahlia,,,53183,Bremer & Grey,Noctuidae,Agrapha,albostriata,,,India
53330,,Rosaceae,Rubus,parviflorus,,53330,Smith,Noctuidae,Agrochola,pulchella,,,Nearctic
52701,,Rosaceae,Pyrus,,,52701,Linnaeus,Noctuidae,Acronicta,psi,,,Palaearctic
53436,,Compositae,Aster,,,53436,Morrison,Noctuidae,Agrotis,gladiaria,,,Nearctic
54236,,Onagraceae,Clarkia,,,54236,Grote,Noctuidae,Alypia,ridingsii,,,USA
53184,,Compositae,Dahlia,,,53184,Bremer & Grey,Noctuidae,Agrapha,albostriata,,,Oriental
53331,,Salicaceae,Salix,scouleriana,,53331,Smith,Noctuidae,Agrochola,pulchella,,,Nearctic
52702,,Rosaceae,Pyrus,communis,,52702,Linnaeus,Noctuidae,Acronicta,psi,,,Finland
53446,,Leguminosae (P),Phaseolus,vulgaris,,53446,Morrison,Noctuidae,Agrotis,gladiaria,,,Nearctic
54237,,Onagraceae,Oenothera,,,54237,Grote,Noctuidae,Alypia,ridingsii,,,USA
53187,,Compositae,Dichrocephala,latifolia,,53187,Bremer & Grey,Noctuidae,Agrapha,albostriata,,,India
53334,on leaves,Rosaceae,Rubus,,,53334,Smith,Noctuidae,Agrochola,pulchella,,,USA
52712,,Salicaceae,Salix,phylicifolia,,52712,Linnaeus,Noctuidae,Acronicta,psi,,,Finland
53451,,Compositae,Solidago,,,53451,Morrison,Noctuidae,Agrotis,gladiaria,,,Nearctic
54240,,Moraceae,Ficus,natalensis,,54240,Bethune-Baker,Noctuidae,Amblyprora,acholi,,,East Africa
53193,,Polygonaceae,Polygonum,chinense,,53193,Bremer & Grey,Noctuidae,Agrapha,albostriata,,,Hong Kong
53337,,Rosaceae,Amelanchier,alnifolia,semiintegrifolia,53337,Grote,Noctuidae,Agrochola,purpurea,,,Nearctic
52726,,Rosaceae,Prunus,,,52726,Grote,Noctuidae,Acronicta,quadrata,,,USA
53452,,Leguminosae (P),Trifolium,,,53452,Morrison,Noctuidae,Agrotis,gladiaria,,,Nearctic
54245,,Moraceae,Ficus,verruculosa,,54245,Seydel,Noctuidae,Amblyprora,superba,,,Zaire
53194,,Compositae,Solidago,,,53194,Bremer & Grey,Noctuidae,Agrapha,albostriata,,,Oriental
53339,,Plantaginaceae,Plantago,,,53339,Grote,Noctuidae,Agrochola,purpurea,,,Nearctic
52730,,Labiatae,Agastache,nepetoides,,52730,Harvey,Noctuidae,Acronicta,radcliffei,,,Nearctic
53453,,Violaceae,Viola,tricolor,,53453,Morrison,Noctuidae,Agrotis,gladiaria,,,Nearctic
54248,,Fagaceae,Quercus,,,54248,Denis & Schiff.,Noctuidae,Ammoconia,caecimacula,,,Bulgaria
53196,,Boraginaceae,Symphytum,,,53196,Bremer & Grey,Noctuidae,Agrapha,albostriata,,,Oriental
53341,,Grossulariaceae,Ribes,sanguineum,,53341,Grote,Noctuidae,Agrochola,purpurea,,,Nearctic
52733,,Rosaceae,Amelanchier,alnifolia,semiintegrifolia,52733,Harvey,Noctuidae,Acronicta,radcliffei,,,Nearctic
53457,,Gramineae,,,,53457,Guenée,Noctuidae,Agrotis,gypaetina,,,Brazil
54250,,Polygonaceae,Rumex,acetosa,,54250,Denis & Schiff.,Noctuidae,Ammoconia,caecimacula,,,Finland
53200,,Rubiaceae,Coffea,,,53200,Walker,Noctuidae,Agrapha,furcifera,,,Uganda
53344,on nursery exotics,Polyphagous,,,,53344,Guenée,Noctuidae,Agrotis,admirationis,,,New Zealand
52736,,Rosaceae,Crataegus,douglasii,,52736,Harvey,Noctuidae,Acronicta,radcliffei,,,Nearctic
53459,,Gramineae,Triticum,,,53459,Guenée,Noctuidae,Agrotis,gypaetina,,,Argentina
54252,,Caryophyllaceae,Silene,nutans,,54252,Denis & Schiff.,Noctuidae,Ammoconia,caecimacula,,,Finland
53204,,Malvaceae,Althaea,rosea,,53204,Guenée,Noctuidae,Agrapha,limbirena,,,Southern Africa
53347,,Compositae,Blumea,mollis,,53347,Kollar,Noctuidae,Agrotis,biconica,,,India
52741,,Rosaceae,Malus,coronaria,,52741,Harvey,Noctuidae,Acronicta,radcliffei,,,Nearctic
53462,,Cruciferae,Brassica,,,53462,Boisduval,Noctuidae,Agrotis,infusa,,,Australia
54254,on herbs,Polyphagous,,,,54254,Denis & Schiff.,Noctuidae,Ammoconia,caecimacula,,,Austria
53209,,Compositae,Bidens,pilosa,,53209,Guenée,Noctuidae,Agrapha,limbirena,,,East Africa
53349,,Rubiaceae,Coffea,,,53349,Kollar,Noctuidae,Agrotis,biconica,,,East Africa
52742,,Rosaceae,Malus,pumila,,52742,Harvey,Noctuidae,Acronicta,radcliffei,,,Nearctic
53464,,Gramineae,Hordeum,,,53464,Boisduval,Noctuidae,Agrotis,infusa,,,Australia
54262,,Gramineae,Zea,,,54262,Speyer,Noctuidae,Amphipoea,americana,,,Nearctic
53213,,Malvaceae,Gossypium,,,53213,Guenée,Noctuidae,Agrapha,limbirena,,,East Africa
53358,,Zygophyllaceae,Tribulus,terrestris,,53358,Kollar,Noctuidae,Agrotis,biconica,,,India
52744,,Rosaceae,Prunus,cerasus,,52744,Harvey,Noctuidae,Acronicta,radcliffei,,,Nearctic
53465,,Linaceae,Linum,,,53465,Boisduval,Noctuidae,Agrotis,infusa,,,Australia
54265,,Iridaceae,Iris,,,54265,Burrows,Noctuidae,Amphipoea,crinanensis,,,Finland
53214,,Leguminosae (P),Indigofera,,,53214,Guenée,Noctuidae,Agrapha,limbirena,,,India
53359,,Gramineae,Triticum,,,53359,Kollar,Noctuidae,Agrotis,biconica,,,India
52747,,Rosaceae,Prunus,pensylvanica,,52747,Harvey,Noctuidae,Acronicta,radcliffei,,,Canada
53466,,Leguminosae (P),Medicago,,,53466,Boisduval,Noctuidae,Agrotis,infusa,,,Australia
54269,,Gramineae,Tripsacum,dactyloides,,54269,Grote,Noctuidae,Amphipoea,erepta,,,USA
53216,,Labiatae,Mentha,X piperita,,53216,Guenée,Noctuidae,Agrapha,limbirena,,,Afrotropical
53360,,Leguminosae (P),Vigna,mungo,,53360,Kollar,Noctuidae,Agrotis,biconica,,,India
52752,,Salicaceae,Salix,,,52752,Harvey,Noctuidae,Acronicta,radcliffei,,,Canada
53470,,Gramineae,Triticum,,,53470,Boisduval,Noctuidae,Agrotis,infusa,,,Australia
54270,,Gramineae,Calamagrostis,,,54270,Freyer,Noctuidae,Amphipoea,fucosa,,,Finland
53217,,Solanaceae,Nicotiana,tabacum,,53217,Guenée,Noctuidae,Agrapha,limbirena,,,East Africa
53366,,Gramineae,,,,53366,Hampson,Noctuidae,Agrotis,brachystria,,,Brazil
52753,,Salicaceae,Salix,,,52753,Harvey,Noctuidae,Acronicta,radcliffei,,,Nearctic
53473,on pasture plants,Polyphagous,,,,53473,Boisduval,Noctuidae,Agrotis,infusa,,,Australasia
54271,,Gramineae,Dactylis,,,54271,Freyer,Noctuidae,Amphipoea,fucosa,,,Finland
53219,,Pinaceae,Pinus,radiata,,53219,Guenée,Noctuidae,Agrapha,limbirena,,,East Africa
53369,on herbs,Polyphagous,,,,53369,Denis & Schiff.,Noctuidae,Agrotis,cinerea,,,Austria
52763,,Aceraceae,Acer,saccharum,,52763,Walker,Noctuidae,Acronicta,retardata,,,Canada
53481,,Malvaceae,Gossypium,,,53481,Guenée,Noctuidae,Agrotis,interjectionis,,,Indonesia
54291,on cereals,Gramineae,,,,54291,Linnaeus,Noctuidae,Amphipoea,oculea,,,Palaearctic
53220,,Primulaceae,Primula,,,53220,Guenée,Noctuidae,Agrapha,limbirena,,,East Africa
53371,,Cruciferae,Brassica,oleracea,capitata,53371,Hufnagel,Noctuidae,Agrotis,clavis,,,Palaearctic
52774,,Anacardiaceae,Rhus,,,52774,Guenée,Noctuidae,Acronicta,rubricoma,,,Nearctic
53482,,Malvaceae,Hibiscus,sabdariffa,,53482,Guenée,Noctuidae,Agrotis,interjectionis,,,Indonesia
54295,,Gramineae,,,,54295,Walker,Noctuidae,Amphipoea,velata,,,Nearctic
53221,,Primulaceae,Primula,,,53221,Guenée,Noctuidae,Agrapha,limbirena,,,Southern Africa
53375,,Chenopodiaceae,Spinacia,oleracea,,53375,Hufnagel,Noctuidae,Agrotis,clavis,,,Finland
52776,,Ulmaceae,Ulmus,,,52776,Guenée,Noctuidae,Acronicta,rubricoma,,,USA
53491,,Gramineae,,,,53491,Hufnagel,Noctuidae,Agrotis,ipsilon,,,Pantropical
54298,,Gramineae,Zea,mays,,54298,Walker,Noctuidae,Amphipoea,velata,,,USA
53230,on foliage,Solanaceae,Nicotiana,tabacum,,53230,Guenée,Noctuidae,Agrapha,limbirena,,,Southern Africa
53398,on herbs,Polyphagous,,,,53398,Butler,Noctuidae,Agrotis,crinigera,,,Hawaii
52779,,Saxifragaceae,Bergenia,crassifolia,,52779,Linnaeus,Noctuidae,Acronicta,rumicis,,,Finland
53494,,Polyphagous,,,,53494,Hufnagel,Noctuidae,Agrotis,ipsilon,,,India
54301,,Fagaceae,Quercus,robur,,54301,Rungs,Noctuidae,Amphipyra,berbera,,,Finland
53234,on nursery stock,Pinaceae,Pinus,radiata,,53234,Guenée,Noctuidae,Agrapha,limbirena,,,Uganda
53399,imported,Alliaceae,Allium,cepa,,53399,Walker,Noctuidae,Agrotis,deprivata,,,British Isles
52780,,Chenopodiaceae,Beta,vulgaris,,52780,Linnaeus,Noctuidae,Acronicta,rumicis,,,Europe
53499,,Amaranthaceae,Amaranthus,,,53499,Hufnagel,Noctuidae,Agrotis,ipsilon,,,Nearctic
54305,,Oleaceae,Syringa,vulgaris,,54305,Rungs,Noctuidae,Amphipyra,berbera,,,Europe
53242,,Salicaceae,Populus,,,53242,Herrich-Schäffer,Noctuidae,Agriopodes,fallax,,,Nearctic
53402,on grasses,Gramineae,,,,53402,Walker,Noctuidae,Agrotis,dislocata,,,Hawaii
52781,,Betulaceae,Betula,,,52781,Linnaeus,Noctuidae,Acronicta,rumicis,,,Finland
53516,,Cruciferae,Brassica,alboglabra,,53516,Hufnagel,Noctuidae,Agrotis,ipsilon,,,West Malaysia
54314,,Pinaceae,Pseudotsuga,menziesii,,54314,Morrison,Noctuidae,Amphipyra,glabella,,,Canada
53247,,Caprifoliaceae,Viburnum,nudum,cassinoides,53247,Herrich-Schäffer,Noctuidae,Agriopodes,fallax,,Y,USA
53412,,Compositae,Lactuca,sativa,,53412,Linnaeus,Noctuidae,Agrotis,exclamationis,,,Finland
52784,,Compositae,Cirsium,arvense,,52784,Linnaeus,Noctuidae,Acronicta,rumicis,,,Finland
53519,,Cruciferae,Brassica,chinensis,,53519,Hufnagel,Noctuidae,Agrotis,ipsilon,,,West Malaysia
54319,on herbs,Polyphagous,,,,54319,Denis & Schiff.,Noctuidae,Amphipyra,livida,,,Austria
53251,,Ulmaceae,Ulmus,,,53251,Hufnagel,Noctuidae,Agrochola,circellaris,,,Finland
53414,,Plantaginaceae,Plantago,,,53414,Linnaeus,Noctuidae,Agrotis,exclamationis,,,Palaearctic
52797,,Rosaceae,Geum,urbanum,,52797,Linnaeus,Noctuidae,Acronicta,rumicis,,,Finland
53523,,Cruciferae,Brassica,nigra,,53523,Hufnagel,Noctuidae,Agrotis,ipsilon,,,Nearctic
54320,on leaves,Fagaceae,Quercus,acutissima,,54320,Denis & Schiff.,Noctuidae,Amphipyra,livida,,,Japan
53255,on buds/flowers/leaves,Ulmaceae,Ulmus,glabra,,53255,Hufnagel,Noctuidae,Agrochola,circellaris,,,British Isles
53424,,Gramineae,Zea,mays,,53424,Linnaeus,Noctuidae,Agrotis,exclamationis,,,Palaearctic
52800,,Iridaceae,Iris,germanica,,52800,Linnaeus,Noctuidae,Acronicta,rumicis,,,Finland
53531,,Cruciferae,Brassica,oleracea,capitata,53531,Hufnagel,Noctuidae,Agrotis,ipsilon,,,Pantropical
54332,,Fagaceae,Quercus,rubra,,54332,Linnaeus,Noctuidae,Amphipyra,pyramidea,,,Palaearctic
53265,,Polygonaceae,Polygonum,hydropiper,,53265,Linnaeus,Noctuidae,Agrochola,helvola,,,Nearctic
53438,,Gramineae,Avena,sativa,,53438,Morrison,Noctuidae,Agrotis,gladiaria,,,Nearctic
52802,,Iridaceae,Iris,sibirica,,52802,Linnaeus,Noctuidae,Acronicta,rumicis,,,Finland
53536,,Cruciferae,Brassica,rapa,sarson,53536,Hufnagel,Noctuidae,Agrotis,ipsilon,,,Pantropical
54334,,Rosaceae,Rosa,,,54334,Linnaeus,Noctuidae,Amphipyra,pyramidea,,,Palaearctic
53280,on herbs,Polyphagous,,,,53280,Fischer v. Rösl.,Noctuidae,Agrochola,kindermanni,,,Yugoslavia
53439,,Cruciferae,Brassica,oleracea,,53439,Morrison,Noctuidae,Agrotis,gladiaria,,,Nearctic
52809,,Rosaceae,Malus,pumila,,52809,Linnaeus,Noctuidae,Acronicta,rumicis,,,Europe
53537,,Cruciferae,Brassica,rapa,sarson,53537,Hufnagel,Noctuidae,Agrotis,ipsilon,,,Pantropical
54337,on leaves,Fagaceae,Quercus,,,54337,Linnaeus,Noctuidae,Amphipyra,pyramidea,,,British Isles
53287,on deciduous trees,Polyphagous,,,,53287,Linnaeus,Noctuidae,Agrochola,litura,,,British Isles
53443,,Solanaceae,Lycopersicon,esculentum,,53443,Morrison,Noctuidae,Agrotis,gladiaria,,,Nearctic
52817,,Polygonaceae,Polygonum,sachalinense,,52817,Linnaeus,Noctuidae,Acronicta,rumicis,,,Finland
53539,,Theaceae,Camellia,sinensis,,53539,Hufnagel,Noctuidae,Agrotis,ipsilon,,,Sri Lanka
54338,on leaves,Fagaceae,Quercus,acutissima,,54338,Linnaeus,Noctuidae,Amphipyra,pyramidea,,,Japan
53301,on deciduous trees,Polyphagous,,,,53301,Denis & Schiff.,Noctuidae,Agrochola,lychnidis,,,British Isles
53445,,Solanaceae,Nicotiana,tabacum,,53445,Morrison,Noctuidae,Agrotis,gladiaria,,,Nearctic
52820,,Salicaceae,Populus,balsamifera,,52820,Linnaeus,Noctuidae,Acronicta,rumicis,,,Finland
53540,,Solanaceae,Capsicum,,,53540,Hufnagel,Noctuidae,Agrotis,ipsilon,,,Pantropical
54340,on leaves,Fagaceae,Quercus,variabilis,,54340,Linnaeus,Noctuidae,Amphipyra,pyramidea,,,Japan
53302,on herbaceous plants,Polyphagous,,,,53302,Denis & Schiff.,Noctuidae,Agrochola,lychnidis,,,British Isles
53447,,Rosaceae,Rubus,allegheniensis,,53447,Morrison,Noctuidae,Agrotis,gladiaria,,,Nearctic
52826,,Pinaceae,Pseudotsuga,menziesii,,52826,Linnaeus,Noctuidae,Acronicta,rumicis,,,Europe
53555,,Rosaceae,Crataegus,,,53555,Hufnagel,Noctuidae,Agrotis,ipsilon,,,Finland
54341,on shrubs/trees,Polyphagous,,,,54341,Linnaeus,Noctuidae,Amphipyra,pyramidea,,,Germany
53303,on leaves,Rosaceae,Crataegus,,,53303,Denis & Schiff.,Noctuidae,Agrochola,lychnidis,,,British Isles
53450,,Solanaceae,Solanum,tuberosum,,53450,Morrison,Noctuidae,Agrotis,gladiaria,,,Nearctic
52832,,Polygonaceae,Rumex,crispus,,52832,Linnaeus,Noctuidae,Acronicta,rumicis,,,Finland
53556,,Cucurbitaceae,Cucumis,sativus,,53556,Hufnagel,Noctuidae,Agrotis,ipsilon,,,Nearctic
54346,,Aceraceae,Acer,,,54346,Guenée,Noctuidae,Amphipyra,pyramidoides,,Y,USA
53317,,Scrophulariaceae,Veronica,,,53317,Denis & Schiff.,Noctuidae,Agrochola,nitida,,,Finland
53460,,Thymelaeaceae,Wikstroemia,,,53460,Meyrick,Noctuidae,Agrotis,hephaestaea,,,Hawaii
52835,,Salicaceae,Salix,aurita,,52835,Linnaeus,Noctuidae,Acronicta,rumicis,,,Finland
53557,,Cucurbitaceae,Cucurbita,maxima,,53557,Hufnagel,Noctuidae,Agrotis,ipsilon,,,Nearctic
54348,,Aceraceae,Acer,negundo,,54348,Guenée,Noctuidae,Amphipyra,pyramidoides,,,Nearctic
53320,,Pinaceae,Abies,amabilis,,53320,Smith,Noctuidae,Agrochola,pulchella,,,Canada
53474,on seedlings,Pinaceae,Pinus,radiata,,53474,Boisduval,Noctuidae,Agrotis,infusa,,,Australia
52842,,Urticaceae,Urtica,dioica,,52842,Linnaeus,Noctuidae,Acronicta,rumicis,,,Finland
53568,,Rosaceae,Fragaria,chiloensis,,53568,Hufnagel,Noctuidae,Agrotis,ipsilon,,,Nearctic
54354,,Betulaceae,Betula,alleghaniensis,,54354,Guenée,Noctuidae,Amphipyra,pyramidoides,,,Canada
53321,,Betulaceae,Alnus,rubra,,53321,Smith,Noctuidae,Agrochola,pulchella,,,Nearctic
53479,,Leguminosae (P),Arachis,hypogaea,,53479,Guenée,Noctuidae,Agrotis,interjectionis,,,Indonesia
52850,,Betulaceae,Alnus,,,52850,Grote,Noctuidae,Acronicta,sperata,,,USA
53578,,Malvaceae,Gossypium,hirsutum,,53578,Hufnagel,Noctuidae,Agrotis,ipsilon,,,Nearctic
54357,,Juglandaceae,Carya,,,54357,Guenée,Noctuidae,Amphipyra,pyramidoides,,,Nearctic
53324,,Pinaceae,Picea,sitchensis,,53324,Smith,Noctuidae,Agrochola,pulchella,,,Canada
53480,,Palmae,Elaeis,guineensis,,53480,Guenée,Noctuidae,Agrotis,interjectionis,,,West Malaysia
52851,,Salicaceae,Populus,,,52851,Grote,Noctuidae,Acronicta,sperata,,,Nearctic
53581,,Convolvulaceae,Ipomoea,batatas,,53581,Hufnagel,Noctuidae,Agrotis,ipsilon,,,Fiji
54359,,Juglandaceae,Carya,cordiformis,,54359,Guenée,Noctuidae,Amphipyra,pyramidoides,,,Nearctic
53329,,Rosaceae,Rubus,,,53329,Smith,Noctuidae,Agrochola,pulchella,,Y,USA
53487,on grass,Gramineae,,,,53487,Guenée,Noctuidae,Agrotis,interjectionis,,,West Malaysia
52853,,Rosaceae,Rubus,,,52853,Grote,Noctuidae,Acronicta,sperata,,,Nearctic
53583,,Convolvulaceae,Ipomoea,batatas,,53583,Hufnagel,Noctuidae,Agrotis,ipsilon,,,India
